Iteration, Minimum cost
100, 24
200, 24
300, 22
400, 22
500, 22
600, 22
700, 22
800, 22
900, 22
1000, 22
1100, 22
1200, 22
1300, 22
1400, 22
1500, 22
1600, 22
1700, 22
1800, 22
1900, 22
2000, 22
2100, 22
2200, 22
2300, 22
2400, 22
2500, 22
2600, 20
2700, 20
2800, 20
2900, 20
3000, 20
3100, 20
3200, 20
3300, 20
3400, 20
3500, 20
3600, 20
3700, 20
3800, 20
3900, 20
4000, 20
4100, 20
4200, 20
4300, 20
4400, 18
4500, 18
4600, 18
4700, 18
4800, 18
4900, 18
5000, 18
5100, 18
5200, 18
5300, 18
5400, 18
5500, 18
5600, 18
5700, 18
5800, 18
5900, 18
6000, 18
6100, 18
6200, 18
6300, 18
6400, 18
6500, 18
6600, 18
6700, 18
6800, 18
6900, 18
7000, 18
7100, 18
7200, 18
7300, 18
7400, 18
7500, 18
7600, 18
7700, 18
7800, 18
7900, 18
8000, 18
8100, 18
8200, 18
8300, 18
8400, 18
8500, 18
8600, 18
8700, 18
8800, 18
8900, 18
9000, 18
9100, 18
9200, 18
9300, 18
9400, 16
9500, 16
9600, 16
9700, 16
9800, 16
9900, 16
10000, 16
10100, 16
10200, 16
10300, 16
10400, 16
10500, 16
10600, 16
10700, 16
10800, 16
10900, 16
11000, 16
11100, 16
11200, 16
11300, 16
11400, 16
11500, 16
11600, 16
11700, 16
11800, 16
11900, 16
12000, 16
12100, 16
12200, 16
12300, 16
12400, 16
12500, 16
12600, 16
12700, 16
12800, 16
12900, 16
13000, 16
13100, 16
13200, 16
13300, 16
13400, 16
13500, 16
13600, 16
13700, 16
13800, 16
13900, 16
14000, 16
14100, 16
14200, 16
14300, 16
14400, 16
14500, 16
14600, 16
14700, 16
14800, 16
14900, 16
15000, 16
15100, 16
15200, 16
15300, 16
15400, 16
15500, 16
15600, 16
15700, 16
15800, 16
15900, 16
16000, 16
16100, 16
16200, 16
16300, 16
16400, 16
16500, 16
16600, 16
16700, 16
16800, 16
16900, 16
17000, 16
17100, 16
17200, 16
17300, 16
17400, 16
17500, 16
17600, 16
17700, 16
17800, 16
17900, 16
18000, 16
18100, 16
18200, 16
18300, 16
18400, 16
18500, 16
18600, 16
18700, 16
18800, 16
18900, 16
19000, 16
19100, 16
19200, 16
19300, 16
19400, 16
19500, 16
19600, 16
19700, 16
19800, 16
19900, 16
20000, 16
20100, 16
20200, 16
20300, 16
20400, 16
20500, 16
20600, 16
20700, 16
20800, 16
20900, 16
21000, 16
21100, 16
21200, 16
21300, 16
21400, 16
21500, 16
21600, 16
21700, 16
21800, 16
21900, 16
22000, 16
22100, 16
22200, 16
22300, 16
22400, 16
22500, 16
22600, 16
22700, 16
22800, 16
22900, 16
23000, 16
23100, 16
23200, 16
23300, 16
23400, 16
23500, 16
23600, 16
23700, 16
23800, 16
23900, 16
24000, 16
24100, 16
24200, 16
24300, 16
24400, 16
24500, 16
24600, 16
24700, 16
24800, 16
24900, 16
25000, 16
25100, 16
25200, 16
25300, 16
25400, 16
25500, 16
25600, 16
25700, 16
25800, 16
25900, 16
26000, 16
26100, 16
26200, 16
26300, 16
26400, 16
26500, 16
26600, 16
26700, 16
26800, 16
26900, 16
27000, 16
27100, 16
27200, 16
27300, 16
27400, 16
27500, 16
27600, 16
27700, 16
27800, 16
27900, 16
28000, 16
28100, 16
28200, 16
28300, 16
28400, 16
28500, 16
28600, 16
28700, 16
28800, 16
28900, 16
29000, 16
29100, 16
29200, 16
29300, 16
29400, 16
29500, 16
29600, 16
29700, 16
29800, 16
29900, 16
30000, 16
30100, 16
30200, 16
30300, 16
30400, 16
30500, 16
30600, 16
30700, 16
30800, 16
30900, 16
31000, 16
31100, 16
31200, 16
31300, 16
31400, 16
31500, 16
31600, 16
31700, 16
31800, 16
31900, 16
32000, 16
32100, 16
32200, 16
32300, 16
32400, 16
32500, 16
32600, 16
32700, 16
32800, 16
32900, 16
33000, 16
33100, 16
33200, 16
33300, 16
33400, 16
33500, 16
33600, 16
33700, 16
33800, 16
33900, 16
34000, 16
34100, 16
34200, 16
34300, 16
34400, 16
34500, 16
34600, 16
34700, 16
34800, 16
34900, 16
35000, 16
35100, 16
35200, 16
35300, 16
35400, 16
35500, 16
35600, 16
35700, 16
35800, 16
35900, 16
36000, 16
36100, 16
36200, 16
36300, 16
36400, 16
36500, 16
36600, 16
36700, 16
36800, 16
36900, 16
37000, 16
37100, 16
37200, 16
37300, 16
37400, 16
37500, 16
37600, 16
37700, 16
37800, 16
37900, 16
38000, 16
38100, 14
38200, 14
38300, 14
38400, 14
38500, 14
38600, 14
38700, 14
38800, 14
38900, 14
39000, 14
39100, 14
39200, 14
39300, 14
39400, 14
39500, 14
39600, 14
39700, 14
39800, 14
39900, 14
40000, 14
40100, 14
40200, 14
40300, 14
40400, 14
40500, 14
40600, 14
40700, 14
40800, 14
40900, 14
41000, 14
41100, 14
41200, 14
41300, 14
41400, 14
41500, 14
41600, 14
41700, 14
41800, 14
41900, 14
42000, 14
42100, 14
42200, 14
42300, 14
42400, 14
42500, 14
42600, 14
42700, 14
42800, 14
42900, 14
43000, 14
43100, 14
43200, 14
43300, 14
43400, 14
43500, 14
43600, 14
43700, 14
43800, 14
43900, 14
44000, 14
44100, 14
44200, 14
44300, 14
44400, 14
44500, 14
44600, 14
44700, 14
44800, 14
44900, 14
45000, 14
45100, 14
45200, 14
45300, 14
45400, 14
45500, 14
45600, 14
45700, 14
45800, 14
45900, 14
46000, 14
46100, 14
46200, 14
46300, 14
46400, 14
46500, 14
46600, 14
46700, 14
46800, 14
46900, 14
47000, 14
47100, 14
47200, 13
47300, 13
47400, 13
47500, 13
47600, 13
47700, 13
47800, 13
47900, 13
48000, 13
48100, 13
48200, 13
48300, 13
48400, 13
48500, 13
48600, 13
48700, 13
48800, 13
48900, 13
49000, 13
49100, 13
49200, 13
49300, 13
49400, 13
49500, 13
49600, 13
49700, 13
49800, 13
49900, 13
50000, 13
50100, 13
50200, 13
50300, 13
50400, 13
50500, 13
50600, 13
50700, 13
50800, 13
50900, 13
51000, 13
51100, 13
51200, 13
51300, 13
51400, 13
51500, 13
51600, 13
51700, 13
51800, 13
51900, 13
52000, 13
52100, 13
52200, 13
52300, 13
52400, 13
52500, 13
52600, 13
52700, 13
52800, 13
52900, 13
53000, 13
53100, 13
53200, 13
53300, 13
53400, 13
53500, 13
53600, 13
53700, 13
53800, 13
53900, 13
54000, 13
54100, 13
54200, 13
54300, 13
54400, 13
54500, 13
54600, 13
54700, 13
54800, 13
54900, 13
55000, 13
55100, 13
55200, 13
55300, 13
55400, 13
55500, 13
55600, 13
55700, 13
55800, 13
55900, 13
56000, 13
56100, 13
56200, 13
56300, 13
56400, 13
56500, 13
56600, 13
56700, 13
56800, 13
56900, 13
57000, 13
57100, 13
57200, 13
57300, 13
57400, 13
57500, 13
57600, 13
57700, 13
57800, 13
57900, 13
58000, 13
58100, 13
58200, 13
58300, 13
58400, 13
58500, 13
58600, 13
58700, 13
58800, 13
58900, 13
59000, 13
59100, 13
59200, 13
59300, 13
59400, 13
59500, 13
59600, 13
59700, 13
59800, 13
59900, 13
60000, 13
60100, 13
60200, 13
60300, 13
60400, 13
60500, 13
60600, 13
60700, 13
60800, 13
60900, 13
61000, 13
61100, 13
61200, 13
61300, 13
61400, 13
61500, 13
61600, 13
61700, 13
61800, 13
61900, 13
62000, 13
62100, 13
62200, 13
62300, 13
62400, 13
62500, 13
62600, 13
62700, 13
62800, 13
62900, 13
63000, 13
63100, 13
63200, 13
63300, 13
63400, 13
63500, 13
63600, 13
63700, 13
63800, 13
63900, 13
64000, 13
64100, 13
64200, 13
64300, 13
64400, 13
64500, 13
64600, 13
64700, 13
64800, 13
64900, 13
65000, 13
65100, 13
65200, 13
65300, 13
65400, 13
65500, 13
65600, 13
65700, 13
65800, 13
65900, 13
66000, 13
66100, 13
66200, 13
66300, 13
66400, 13
66500, 13
66600, 13
66700, 13
66800, 13
66900, 13
67000, 13
67100, 13
67200, 13
67300, 13
67400, 13
67500, 13
67600, 13
67700, 13
67800, 13
67900, 13
68000, 13
68100, 13
68200, 13
68300, 13
68400, 13
68500, 13
68600, 13
68700, 13
68800, 13
68900, 13
69000, 13
69100, 13
69200, 13
69300, 13
69400, 13
69500, 13
69600, 13
69700, 13
69800, 13
69900, 13
70000, 13
70100, 13
70200, 13
70300, 13
70400, 13
70500, 13
70600, 13
70700, 13
70800, 13
70900, 13
71000, 13
71100, 13
71200, 13
71300, 13
71400, 13
71500, 13
71600, 13
71700, 13
71800, 13
71900, 13
72000, 13
72100, 13
72200, 13
72300, 13
72400, 13
72500, 13
72600, 13
72700, 13
72800, 13
72900, 13
73000, 13
73100, 13
73200, 13
73300, 13
73400, 13
73500, 13
73600, 13
73700, 13
73800, 13
73900, 13
74000, 13
74100, 13
74200, 13
74300, 13
74400, 13
74500, 13
74600, 13
74700, 13
74800, 13
74900, 13
75000, 13
75100, 13
75200, 13
75300, 13
75400, 13
75500, 13
75600, 13
75700, 13
75800, 13
75900, 13
76000, 13
76100, 13
76200, 13
76300, 13
76400, 13
76500, 13
76600, 13
76700, 13
76800, 13
76900, 13
77000, 13
77100, 13
77200, 13
77300, 13
77400, 13
77500, 13
77600, 13
77700, 13
77800, 13
77900, 13
78000, 13
78100, 13
78200, 13
78300, 13
78400, 13
78500, 13
78600, 13
78700, 13
78800, 13
78900, 13
79000, 13
79100, 13
79200, 13
79300, 13
79400, 13
79500, 13
79600, 13
79700, 13
79800, 13
79900, 13
80000, 13
80100, 13
80200, 13
80300, 13
80400, 13
80500, 13
80600, 13
80700, 13
80800, 13
80900, 13
81000, 13
81100, 13
81200, 13
81300, 13
81400, 13
81500, 13
81600, 13
81700, 13
81800, 13
81900, 13
82000, 13
82100, 13
82200, 13
82300, 13
82400, 13
82500, 13
82600, 13
82700, 13
82800, 13
82900, 13
83000, 13
83100, 13
83200, 13
83300, 13
83400, 13
83500, 13
83600, 13
83700, 13
83800, 13
83900, 13
84000, 13
84100, 13
84200, 13
84300, 13
84400, 13
84500, 13
84600, 13
84700, 13
84800, 13
84900, 13
85000, 13
85100, 13
85200, 13
85300, 13
85400, 13
85500, 13
85600, 13
85700, 13
85800, 13
85900, 13
86000, 13
86100, 13
86200, 13
86300, 13
86400, 13
86500, 13
86600, 13
86700, 13
86800, 13
86900, 13
87000, 13
87100, 13
87200, 13
87300, 13
87400, 13
87500, 13
87600, 13
87700, 13
87800, 13
87900, 13
88000, 13
88100, 13
88200, 13
88300, 13
88400, 13
88500, 13
88600, 13
88700, 13
88800, 13
88900, 13
89000, 13
89100, 13
89200, 13
89300, 13
89400, 13
89500, 13
89600, 13
89700, 13
89800, 13
89900, 13
90000, 13
90100, 13
90200, 13
90300, 13
90400, 13
90500, 13
90600, 13
90700, 13
90800, 13
90900, 13
91000, 13
91100, 13
91200, 13
91300, 13
91400, 13
91500, 13
91600, 13
91700, 13
91800, 13
91900, 13
92000, 13
92100, 13
92200, 13
92300, 13
92400, 13
92500, 13
92600, 13
92700, 13
92800, 13
92900, 13
93000, 13
93100, 13
93200, 13
93300, 13
93400, 13
93500, 13
93600, 13
93700, 13
93800, 13
93900, 13
94000, 13
94100, 13
94200, 13
94300, 13
94400, 13
94500, 13
94600, 13
94700, 13
94800, 13
94900, 13
95000, 13
95100, 13
95200, 13
95300, 13
95400, 13
95500, 13
95600, 13
95700, 13
95800, 13
95900, 13
96000, 13
96100, 13
96200, 13
96300, 13
96400, 13
96500, 13
96600, 13
96700, 13
96800, 13
96900, 13
97000, 13
97100, 13
97200, 13
97300, 13
97400, 13
97500, 13
97600, 13
97700, 13
97800, 13
97900, 13
98000, 13
98100, 13
98200, 13
98300, 13
98400, 13
98500, 13
98600, 13
98700, 13
98800, 13
98900, 13
99000, 13
99100, 13
99200, 13
99300, 13
99400, 13
99500, 13
99600, 13
99700, 13
99800, 13
99900, 13
100000, 13
100100, 13
100200, 13
100300, 13
100400, 13
100500, 13
100600, 13
100700, 13
100800, 13
100900, 13
101000, 13
101100, 13
101200, 13
101300, 13
101400, 13
101500, 13
101600, 13
101700, 13
101800, 13
101900, 13
102000, 13
102100, 13
102200, 13
102300, 13
102400, 13
102500, 13
