Iteration, Minimum cost
102600, 13
102700, 13
102800, 13
102900, 13
103000, 13
103100, 13
103200, 13
103300, 13
103400, 13
103500, 13
103600, 13
103700, 13
103800, 13
103900, 13
104000, 13
104100, 13
104200, 13
104300, 13
104400, 13
104500, 13
104600, 13
104700, 13
104800, 13
104900, 13
105000, 13
105100, 13
105200, 13
105300, 13
105400, 13
105500, 13
105600, 13
105700, 13
105800, 13
105900, 13
106000, 13
106100, 13
106200, 13
106300, 13
106400, 13
106500, 13
106600, 13
106700, 13
106800, 13
106900, 13
107000, 13
107100, 13
107200, 13
107300, 13
107400, 13
107500, 13
107600, 13
107700, 13
107800, 13
107900, 13
108000, 13
108100, 13
108200, 13
108300, 13
108400, 13
108500, 13
108600, 13
108700, 13
108800, 13
108900, 13
109000, 13
109100, 13
109200, 13
109300, 13
109400, 13
109500, 13
109600, 13
109700, 13
109800, 13
109900, 13
110000, 13
110100, 13
110200, 13
110300, 13
110400, 13
110500, 13
110600, 13
110700, 13
110800, 13
110900, 13
111000, 13
111078, 13
# Register configuration:
Cost: 13
Allocation: -1 -1 0 -1 1 0 -1 1 0 -1 1 2 3 1 2 3 1 2 4 1 2 5 1 2 5 1 2 5 1 2 5 1 6 5 1 6 5 1 6 7 1 6 
